TP_GRAU_ACADEMICO;CO_CURSO;IN_GRATUITO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_SIT_TRANCADA;QT_SIT_FALECIDO;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA
1.0;98918;1;1;59;59;0;0;40;0;15;4;134;134;0;0;125;0;2;7;38;6;32;38;0;36;28;8;0;0;0;0;0;2;0;0;0;33;3;1;0;1;0;0;22;2;11;0;0;3;146;19;127;146;0;0;100;33;9;2;1;0;1;78;11;46;1;0;10;23;4;19;23;0;0;5;14;4;0;0;0;0;8;2;9;0;0;4;38;0;146;0;23;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;7;0;6;0;39;39;22;0;21;0;3;3;3;0;0;0;1;0;29;9;0;122;24;0;21;2;0;0;0;0;0;55;14;55;3;36;3;36;1;0;0;0;0
1.0;1191018;1;1;48;48;0;0;40;0;8;0;389;389;0;0;378;0;11;0;43;12;31;43;0;38;2;36;0;0;0;0;0;5;0;0;0;33;6;2;1;1;0;0;17;6;16;0;0;4;182;35;147;182;0;0;117;39;12;6;6;2;0;53;15;78;2;0;34;5;0;5;5;0;0;3;2;0;0;0;0;0;0;1;3;0;0;1;43;0;182;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;9;0;9;0;57;57;31;0;29;0;2;2;1;0;1;0;11;0;29;14;0;122;60;0;2;3;0;0;0;0;0;13;0;11;0;80;9;74;3;0;0;0;0
1.0;1382664;1;1;69;69;0;0;30;0;39;0;167;167;0;0;164;0;3;0;30;9;21;30;0;27;2;10;0;15;0;0;0;3;0;0;0;24;4;0;1;0;1;0;9;1;18;0;0;2;99;14;85;99;0;0;80;14;3;0;1;1;0;29;7;61;0;0;2;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;30;0;99;0;1;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;5;1;5;0;38;36;24;2;25;0;0;0;0;0;0;0;4;0;29;1;0;93;6;0;0;1;0;0;0;0;0;40;12;40;0;11;0;11;0;0;0;0;0
1.0;5000578;1;1;41;41;0;0;40;0;1;0;98;98;0;0;97;0;1;0;41;8;33;41;0;40;34;34;0;6;0;0;0;1;0;0;0;38;2;0;1;0;0;0;19;4;17;1;0;0;121;23;98;121;0;0;96;21;2;2;0;0;0;24;6;44;1;0;46;15;5;10;15;0;0;7;7;1;0;0;0;0;3;1;11;0;0;0;41;0;121;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;8;0;8;0;15;15;7;0;7;0;0;0;0;0;0;0;2;0;33;8;0;103;18;0;15;0;0;0;0;0;0;44;6;43;2;26;1;26;0;0;0;0;0
1.0;122330;1;1;110;110;0;0;90;0;20;0;841;841;0;0;838;0;3;0;97;14;83;97;0;97;0;97;0;0;0;0;0;0;0;0;0;92;3;0;2;0;0;0;69;8;19;1;0;0;435;50;385;435;0;0;326;87;14;6;2;0;0;277;37;116;5;0;0;22;4;18;22;0;0;10;11;0;0;1;0;0;13;1;7;1;0;0;97;0;435;0;22;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;17;0;21;0;198;196;74;1;68;0;10;10;1;0;3;0;9;0;51;46;0;204;231;0;10;12;0;0;0;0;0;29;2;28;2;66;5;65;2;0;0;0;0
3.0;1161236;1;1;45;0;45;0;40;0;5;0;101;0;101;0;97;0;4;0;38;16;22;0;38;34;27;7;0;0;0;0;0;4;0;0;0;15;8;8;5;1;1;0;24;2;11;0;0;1;136;36;100;0;136;0;52;33;26;17;5;2;1;67;12;53;0;1;3;32;4;28;0;32;0;14;9;5;3;1;0;0;16;2;14;0;0;0;38;0;136;0;32;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;0;1;0;48;48;21;0;22;0;13;13;6;0;8;0;9;0;26;12;0;117;19;0;32;0;0;0;0;0;0;21;9;20;5;5;0;5;1;0;0;0;0
3.0;1404853;1;1;60;0;60;0;40;0;20;0;169;0;169;0;157;0;12;0;40;9;31;0;40;38;27;11;0;0;0;0;0;2;0;0;0;29;7;0;2;1;1;0;10;4;24;0;0;2;92;17;75;0;92;0;62;18;2;4;5;1;0;20;10;58;2;0;2;5;1;4;0;5;0;4;1;0;0;0;0;0;2;0;3;0;0;0;40;0;92;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;10;0;11;0;0;0;0;0;0;0;13;0;32;8;0;82;10;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1.0;116968;1;1;40;40;0;0;40;0;0;0;181;181;0;0;181;0;0;0;36;7;29;36;0;36;0;36;0;0;0;0;0;0;0;0;0;34;1;0;1;0;0;0;16;3;16;0;0;1;209;28;181;209;0;0;150;43;12;3;1;0;0;97;11;85;1;0;15;10;1;9;10;0;0;2;7;1;0;0;0;0;6;0;4;0;0;0;36;0;207;2;10;0;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;9;0;7;0;56;56;25;0;23;0;3;3;1;0;2;0;0;0;22;14;0;127;82;0;5;5;0;0;0;0;0;39;2;39;0;26;3;23;1;1;0;1;0
3.0;100716;1;1;98;0;98;0;60;0;38;0;296;0;296;0;243;0;53;0;67;15;52;0;67;59;59;0;0;0;0;0;0;8;0;0;0;52;10;1;3;1;0;0;37;9;21;0;0;0;214;39;175;0;214;0;132;49;16;7;7;2;1;123;22;63;6;0;0;17;1;16;0;17;0;11;4;1;0;0;1;0;9;0;7;1;0;0;67;0;214;0;17;0;6;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;23;15;1;0;0;102;56;42;4;0;0;7;3;4;0;0;0;7;0;57;10;0;186;28;0;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;1452;1;1;159;159;0;0;81;0;78;0;1382;1382;0;0;1332;0;50;0;111;22;89;111;0;80;40;40;0;0;0;0;0;29;0;2;10;82;10;4;3;0;1;1;74;9;21;1;0;6;475;67;408;475;0;7;372;76;13;5;0;1;1;315;39;85;8;0;28;45;2;43;45;0;0;20;21;4;0;0;0;0;30;6;7;1;0;1;110;1;474;1;45;0;9;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;41;19;3;21;0;194;193;87;5;95;2;13;13;8;0;7;0;20;0;55;56;0;239;235;1;18;26;1;0;0;0;0;318;51;299;15;268;46;260;18;0;0;0;0
1.0;1187249;1;1;41;41;0;0;31;0;10;0;477;477;0;0;442;0;35;0;40;5;35;40;0;30;15;15;0;0;0;0;0;10;0;0;4;36;0;0;0;0;0;0;23;1;13;1;0;2;195;20;175;195;0;2;153;37;1;1;1;0;0;102;23;52;0;0;18;23;2;21;23;0;0;13;9;0;0;1;0;0;9;3;8;0;0;3;40;0;195;0;23;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;8;0;6;0;91;91;49;0;41;0;6;6;4;0;2;0;6;0;17;23;0;110;85;0;13;10;0;0;0;0;0;134;17;129;2;99;2;98;16;0;0;0;0
1.0;115728;1;1;239;0;239;0;121;0;118;0;1558;0;1558;0;1361;0;197;0;224;49;175;0;224;118;58;60;0;0;0;0;0;100;0;6;8;124;41;30;4;12;4;1;138;25;52;4;0;5;702;116;586;0;702;8;459;145;56;12;17;4;1;420;77;155;7;1;42;41;5;36;0;41;0;12;18;7;2;2;0;0;25;4;10;0;0;2;223;1;699;3;40;1;19;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;58;33;2;30;0;275;275;137;4;132;0;17;17;7;0;6;0;76;0;134;90;0;434;268;0;27;14;0;0;0;0;0;328;57;294;2;367;89;351;7;0;0;0;0
3.0;1105088;1;1;57;0;57;0;30;0;27;0;222;0;222;0;190;0;32;0;38;9;29;0;38;29;29;0;0;0;0;0;0;9;0;0;0;21;9;3;4;1;0;0;19;6;13;0;0;0;80;22;58;0;80;0;38;22;14;4;2;0;0;41;11;26;2;0;0;11;5;6;0;11;0;2;4;5;0;0;0;0;6;1;4;0;0;0;38;0;80;0;11;0;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;10;1;0;0;39;20;16;3;0;0;8;4;3;1;0;0;2;0;36;2;0;71;9;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;1652973;1;1;80;80;0;0;80;0;0;0;279;279;0;0;279;0;0;0;77;18;59;77;0;77;0;77;0;0;0;0;0;0;0;0;0;73;2;1;0;1;0;0;50;4;22;0;0;1;64;17;47;64;0;0;62;2;0;0;0;0;0;43;3;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;64;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;11;0;11;0;22;22;7;0;7;0;0;0;0;0;0;0;0;0;60;17;0;49;15;0;0;0;0;0;0;0;0;59;59;52;0;30;30;30;0;0;0;0;0
1.0;703;1;1;44;44;0;0;40;0;4;0;405;405;0;0;402;0;3;0;44;16;28;44;0;40;0;40;0;0;0;0;0;3;0;1;0;40;3;1;0;0;0;0;27;7;10;0;0;0;191;40;151;191;0;0;162;25;4;0;0;0;0;92;17;61;0;1;20;26;4;22;26;0;0;17;8;1;0;0;0;0;10;2;5;0;1;8;43;1;190;1;26;0;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;13;2;9;0;84;84;50;3;40;0;12;12;4;0;4;0;13;0;30;14;0;125;66;0;19;7;0;0;0;0;0;28;2;28;1;51;4;47;5;0;0;0;0
3.0;1516696;1;1;65;0;65;0;60;0;5;0;137;0;137;0;132;0;5;0;36;11;25;0;36;36;0;36;0;0;0;0;0;0;0;0;0;21;9;2;1;2;1;0;18;4;14;0;0;0;90;21;69;0;90;0;56;13;5;4;9;3;0;55;10;23;0;0;2;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;36;0;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;4;0;4;0;18;18;8;0;8;0;0;0;0;0;0;0;10;0;10;26;0;28;62;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1503889;1;1;120;60;60;0;120;0;0;0;41;19;22;0;41;0;0;0;40;5;35;18;22;40;39;1;0;0;0;0;0;0;0;0;0;20;2;4;3;6;4;1;3;1;4;0;0;32;90;15;75;27;63;0;36;13;8;11;13;8;1;15;4;14;1;0;56;29;8;21;4;25;0;8;7;2;3;6;3;0;10;1;7;0;0;11;40;0;90;0;29;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;2;0;26;0;30;10;0;69;21;0;23;6;0;0;0;0;0;3;1;3;2;70;31;69;27;0;0;0;0
1.0;1486962;1;1;120;120;0;0;30;0;90;0;92;92;0;0;89;0;3;0;26;7;19;26;0;24;16;8;0;0;0;0;0;2;0;0;0;23;1;1;0;0;1;0;13;3;9;1;0;0;68;13;55;68;0;0;60;3;2;0;2;1;0;31;10;25;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;68;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;6;0;8;0;33;33;12;0;19;0;0;0;0;0;0;0;2;0;23;3;0;60;8;0;0;0;0;0;0;0;0;17;2;17;0;8;0;8;0;0;0;0;0
1.0;101984;1;1;25;25;0;0;25;0;0;0;172;172;0;0;172;0;0;0;25;9;16;25;0;25;0;25;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;4;0;0;0;5;16;110;17;93;110;0;0;89;17;2;2;0;0;0;12;0;1;0;23;74;7;1;6;7;0;0;3;4;0;0;0;0;0;0;0;0;0;2;5;25;0;110;0;7;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;5;1;11;0;56;30;23;1;56;2;3;1;2;0;3;0;4;0;16;9;0;71;39;0;6;1;0;0;0;0;0;64;11;56;3;0;0;0;0;0;0;0;0
1.0;1349106;1;1;68;68;0;0;40;0;28;0;490;490;0;0;476;0;14;0;44;11;33;44;0;39;21;18;0;0;0;0;0;5;0;0;1;36;5;1;1;0;0;0;22;7;14;0;0;1;193;34;159;193;0;1;144;41;6;1;0;0;0;99;20;69;0;0;5;5;0;5;5;0;0;1;4;0;0;0;0;0;5;0;0;0;0;0;44;0;193;0;5;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;23;16;0;12;0;85;85;60;0;46;0;1;1;0;0;1;0;8;0;36;8;0;141;52;0;2;3;0;0;0;0;0;36;11;36;0;4;1;4;0;0;0;0;0
1.0;115374;1;1;87;0;87;0;63;0;24;0;543;0;543;0;532;0;11;0;63;7;56;0;63;63;34;29;0;0;0;0;0;0;0;0;0;57;4;1;0;1;0;0;28;4;31;0;0;0;266;42;224;0;266;0;174;55;24;8;4;1;0;123;35;99;0;2;7;14;4;10;0;14;0;3;9;1;0;1;0;0;8;2;4;0;0;0;62;1;265;1;14;0;7;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;26;0;15;0;115;115;86;0;62;0;5;5;2;0;3;0;12;0;43;20;0;193;73;0;9;5;0;0;0;0;0;8;2;8;0;14;1;14;1;0;0;0;0
3.0;1300251;1;1;71;71;0;0;70;0;1;0;175;175;0;0;174;0;1;0;30;6;24;30;0;30;0;30;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;15;3;9;0;0;3;147;28;119;147;0;0;105;34;5;3;0;0;0;75;17;47;1;0;7;13;3;10;13;0;0;9;3;0;1;0;0;0;8;2;3;0;0;0;30;0;147;0;13;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;4;1;4;0;26;23;8;2;9;0;0;0;0;0;0;0;16;0;12;18;0;60;87;0;9;4;0;0;0;0;0;15;0;11;2;5;0;5;2;0;0;0;0
1.0;1286732;1;1;211;0;211;0;81;0;130;0;301;0;301;0;295;0;6;0;73;17;56;0;73;70;40;30;0;0;0;0;0;3;0;0;0;62;4;3;1;3;0;0;40;6;26;1;0;0;192;32;160;0;192;0;136;35;14;5;2;0;0;117;19;52;1;2;1;10;0;10;0;10;0;3;4;3;0;0;0;0;4;2;4;0;0;0;72;1;190;2;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34;18;0;18;0;79;79;39;0;45;0;4;4;1;0;4;0;14;0;63;10;0;165;27;0;9;1;0;0;0;0;0;5;2;5;0;12;0;12;0;0;0;0;0
1.0;85640;1;1;120;0;120;0;100;0;20;0;150;0;150;0;148;0;2;0;96;14;82;0;96;94;94;12;0;0;0;0;0;2;0;0;0;75;14;1;5;1;0;0;49;13;33;0;0;1;269;48;221;0;269;0;173;60;19;11;4;2;0;158;22;87;2;0;0;19;5;14;0;19;0;3;12;2;2;0;0;0;11;0;8;0;0;0;96;0;269;0;19;0;6;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;6;1;0;0;56;49;6;1;0;0;2;2;0;0;0;0;54;0;60;36;0;159;110;0;9;10;0;0;0;0;0;0;0;0;0;40;7;40;0;0;0;0;0
1.0;12710;1;1;155;155;0;0;140;0;15;0;2377;2377;0;0;2316;0;61;0;156;17;139;156;0;141;0;141;0;0;0;0;0;15;0;0;0;145;9;2;0;0;0;0;95;5;44;0;0;12;645;81;564;645;0;1;460;155;19;5;3;2;0;387;34;166;4;1;53;35;4;31;35;0;0;10;21;3;1;0;0;0;18;3;9;0;0;5;155;1;642;3;35;0;16;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;66;35;3;25;0;238;238;111;7;70;0;13;13;7;0;4;0;234;0;78;78;0;304;341;0;19;16;0;0;0;0;0;50;13;44;3;40;5;38;2;0;0;0;0
1.0;1122221;1;1;127;0;127;0;122;0;5;0;1171;0;1171;0;1144;0;27;0;122;19;103;0;122;117;0;117;0;0;0;0;0;5;0;0;0;114;5;2;1;0;0;0;69;5;37;2;0;9;637;88;549;0;637;0;393;173;49;12;5;3;2;347;45;200;6;0;39;36;7;29;0;36;0;14;14;5;2;0;0;1;24;2;8;0;0;2;122;0;635;2;36;0;17;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52;27;3;21;0;270;270;142;13;93;0;13;13;6;0;3;0;212;0;62;60;0;344;293;0;15;21;0;0;0;0;0;45;9;38;0;21;1;21;0;0;0;0;0
1.0;1272012;1;1;82;0;82;0;80;0;2;0;282;0;282;0;274;0;8;0;72;12;60;0;72;70;0;70;0;0;0;0;0;2;0;0;0;66;3;2;1;0;0;0;48;4;12;2;0;6;306;48;258;0;306;0;217;70;13;2;3;1;0;169;15;56;2;0;64;35;3;32;0;35;0;13;17;3;1;1;0;0;11;2;6;0;0;16;72;0;306;0;35;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;11;0;12;0;102;102;40;0;49;0;1;1;1;0;1;0;21;0;67;5;0;236;70;0;21;14;0;0;0;0;0;44;13;44;1;12;4;12;0;0;0;0;0
1.0;1102636;1;1;65;65;0;0;60;0;5;0;1037;1037;0;0;1032;0;5;0;65;14;51;65;0;60;0;60;0;0;0;0;0;5;0;0;0;58;6;1;0;0;0;0;34;4;23;0;0;4;254;50;204;254;0;0;194;48;8;4;0;0;0;89;20;73;1;0;71;33;8;25;33;0;0;19;9;4;1;0;0;0;9;2;6;0;0;16;65;0;254;0;33;0;12;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;17;2;15;0;75;75;33;5;35;0;0;0;0;0;0;0;33;0;36;29;0;147;107;0;18;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;96841;1;1;92;46;46;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;38;111;64;85;0;64;57;17;4;5;2;0;58;26;63;2;0;0;29;8;21;20;9;0;8;17;3;0;1;0;0;13;5;11;0;0;0;0;0;149;0;29;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;46;103;0;8;21;0;0;0;0;0;12;0;10;0;0;0;0;0;0;0;0;0
3.0;96867;1;1;92;46;46;0;92;0;0;0;92;46;46;0;92;0;0;0;67;24;43;32;35;67;40;27;0;0;0;0;0;0;0;0;0;51;8;3;3;1;1;0;39;12;14;0;0;2;498;97;401;223;275;0;228;134;73;29;28;5;1;208;43;48;2;1;196;2;1;1;1;1;0;0;0;0;1;1;0;0;2;0;0;0;0;0;67;0;497;1;2;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;8;0;9;0;91;51;31;5;47;0;0;0;0;0;0;0;5;0;57;10;0;340;157;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;1272009;1;1;72;72;0;0;70;0;2;0;414;414;0;0;411;0;3;0;61;5;56;61;0;59;0;59;0;0;0;0;0;2;0;0;0;61;0;0;0;0;0;0;37;5;12;3;0;4;268;52;216;268;0;0;215;44;6;1;1;1;0;84;21;55;3;0;105;13;1;12;13;0;0;4;9;0;0;0;0;0;0;1;2;0;0;10;61;0;266;2;13;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;13;0;13;0;115;115;55;0;47;0;3;3;3;0;0;0;17;0;55;6;0;204;64;0;3;10;0;0;0;0;0;37;10;34;0;22;2;21;0;0;0;0;0
1.0;82799;1;1;106;106;0;0;70;0;36;0;701;701;0;0;695;0;6;0;78;13;65;78;0;72;0;72;0;0;0;0;0;6;0;0;0;74;3;1;0;0;0;0;45;3;22;0;0;8;306;57;249;306;0;0;219;67;15;3;1;1;0;178;19;77;4;0;28;40;7;33;40;0;0;17;14;7;1;0;1;0;23;3;9;0;0;5;78;0;306;0;40;0;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;38;15;2;15;0;138;138;58;1;37;0;17;17;7;0;4;0;133;0;48;30;0;184;122;0;27;13;0;0;0;0;0;45;10;33;1;30;2;29;2;0;0;0;0
